orcid_identifier_uri,orcid_identifier_path,orcid_identifier_host
https://orcid.org/0000-0002-4623-6022,0000-0002-4623-6022,orcid.org
https://orcid.org/0000-0002-9220-7871,0000-0002-9220-7871,orcid.org
https://orcid.org/0000-0002-9847-7098,0000-0002-9847-7098,orcid.org
https://orcid.org/0000-0003-1426-1917,0000-0003-1426-1917,orcid.org
https://orcid.org/0000-0001-8924-3479,0000-0001-8924-3479,orcid.org
https://orcid.org/0000-0002-5405-0308,0000-0002-5405-0308,orcid.org
https://orcid.org/0000-0003-1373-4241,0000-0003-1373-4241,orcid.org
https://orcid.org/0000-0002-6727-8379,0000-0002-6727-8379,orcid.org
https://orcid.org/0000-0002-0085-0473,0000-0002-0085-0473,orcid.org
https://orcid.org/0000-0001-7765-1010,0000-0001-7765-1010,orcid.org
https://orcid.org/0000-0003-1353-2578,0000-0003-1353-2578,orcid.org
https://orcid.org/0000-0001-9325-6918,0000-0001-9325-6918,orcid.org
https://orcid.org/0000-0002-0946-064X,0000-0002-0946-064X,orcid.org
https://orcid.org/0000-0002-3901-9572,0000-0002-3901-9572,orcid.org
https://orcid.org/0000-0002-8705-9210,0000-0002-8705-9210,orcid.org
https://orcid.org/0000-0001-8234-6192,0000-0001-8234-6192,orcid.org
https://orcid.org/0000-0003-0801-8013,0000-0003-0801-8013,orcid.org
https://orcid.org/0000-0002-0055-3719,0000-0002-0055-3719,orcid.org
https://orcid.org/0000-0002-5384-6363,0000-0002-5384-6363,orcid.org
https://orcid.org/0000-0003-2121-9274,0000-0003-2121-9274,orcid.org
https://orcid.org/0000-0002-0852-5739,0000-0002-0852-5739,orcid.org
https://orcid.org/0000-0002-8677-6621,0000-0002-8677-6621,orcid.org
https://orcid.org/0000-0003-1695-5349,0000-0003-1695-5349,orcid.org
https://orcid.org/0000-0003-1386-4556,0000-0003-1386-4556,orcid.org
https://orcid.org/0000-0002-5706-1838,0000-0002-5706-1838,orcid.org
https://orcid.org/0000-0003-0155-4235,0000-0003-0155-4235,orcid.org
https://orcid.org/0000-0002-1678-4351,0000-0002-1678-4351,orcid.org
https://orcid.org/0000-0002-6990-1996,0000-0002-6990-1996,orcid.org
https://orcid.org/0000-0003-3806-6112,0000-0003-3806-6112,orcid.org
https://orcid.org/0000-0003-0071-2801,0000-0003-0071-2801,orcid.org
https://orcid.org/0000-0002-3434-5512,0000-0002-3434-5512,orcid.org
https://orcid.org/0000-0001-8982-3465,0000-0001-8982-3465,orcid.org
https://orcid.org/0000-0002-9214-6060,0000-0002-9214-6060,orcid.org
https://orcid.org/0000-0002-8772-3425,0000-0002-8772-3425,orcid.org
https://orcid.org/0000-0001-9848-5621,0000-0001-9848-5621,orcid.org
https://orcid.org/0000-0003-0079-2506,0000-0003-0079-2506,orcid.org
https://orcid.org/0000-0002-1164-5184,0000-0002-1164-5184,orcid.org
https://orcid.org/0000-0002-3858-9530,0000-0002-3858-9530,orcid.org
https://orcid.org/0000-0003-2224-0745,0000-0003-2224-0745,orcid.org
https://orcid.org/0000-0001-6860-3893,0000-0001-6860-3893,orcid.org
https://orcid.org/0000-0002-7744-7252,0000-0002-7744-7252,orcid.org
https://orcid.org/0000-0002-7125-6885,0000-0002-7125-6885,orcid.org
https://orcid.org/0000-0001-5290-3517,0000-0001-5290-3517,orcid.org
https://orcid.org/0000-0002-7923-383X,0000-0002-7923-383X,orcid.org
https://orcid.org/0000-0002-1081-0416,0000-0002-1081-0416,orcid.org
https://orcid.org/0000-0003-1115-8113,0000-0003-1115-8113,orcid.org
https://orcid.org/0000-0002-1066-333X,0000-0002-1066-333X,orcid.org
https://orcid.org/0000-0002-2745-4454,0000-0002-2745-4454,orcid.org
https://orcid.org/0000-0002-5476-2137,0000-0002-5476-2137,orcid.org
https://orcid.org/0000-0002-0125-9618,0000-0002-0125-9618,orcid.org
https://orcid.org/0000-0002-8479-4172,0000-0002-8479-4172,orcid.org
https://orcid.org/0000-0001-7250-1208,0000-0001-7250-1208,orcid.org
https://orcid.org/0000-0001-9861-2862,0000-0001-9861-2862,orcid.org
https://orcid.org/0000-0002-3278-5573,0000-0002-3278-5573,orcid.org
https://orcid.org/0000-0003-3646-327X,0000-0003-3646-327X,orcid.org
https://orcid.org/0000-0002-5253-4480,0000-0002-5253-4480,orcid.org
https://orcid.org/0000-0002-3281-4442,0000-0002-3281-4442,orcid.org
https://orcid.org/0000-0001-9742-6232,0000-0001-9742-6232,orcid.org
https://orcid.org/0000-0002-9992-6801,0000-0002-9992-6801,orcid.org
https://orcid.org/0000-0003-1689-3619,0000-0003-1689-3619,orcid.org
https://orcid.org/0000-0002-1937-3603,0000-0002-1937-3603,orcid.org
https://orcid.org/0000-0002-8300-0983,0000-0002-8300-0983,orcid.org
https://orcid.org/0000-0002-0589-2605,0000-0002-0589-2605,orcid.org
https://orcid.org/0000-0002-9960-7181,0000-0002-9960-7181,orcid.org
https://orcid.org/0000-0001-9878-1068,0000-0001-9878-1068,orcid.org
https://orcid.org/0000-0003-4522-0093,0000-0003-4522-0093,orcid.org
https://orcid.org/0000-0002-2654-1580,0000-0002-2654-1580,orcid.org
https://orcid.org/0000-0003-0861-8449,0000-0003-0861-8449,orcid.org
https://orcid.org/0000-0002-6550-0685,0000-0002-6550-0685,orcid.org
https://orcid.org/0000-0003-4285-7857,0000-0003-4285-7857,orcid.org
https://orcid.org/0000-0002-1150-5886,0000-0002-1150-5886,orcid.org
https://orcid.org/0000-0001-9720-8008,0000-0001-9720-8008,orcid.org
https://orcid.org/0000-0002-2009-2681,0000-0002-2009-2681,orcid.org
https://orcid.org/0000-0003-3287-8566,0000-0003-3287-8566,orcid.org
https://orcid.org/0000-0001-6941-6942,0000-0001-6941-6942,orcid.org
https://orcid.org/0000-0002-2686-1568,0000-0002-2686-1568,orcid.org
https://orcid.org/0000-0002-9700-5005,0000-0002-9700-5005,orcid.org
https://orcid.org/0000-0002-5595-2063,0000-0002-5595-2063,orcid.org
https://orcid.org/0000-0001-9876-7928,0000-0001-9876-7928,orcid.org
https://orcid.org/0000-0002-3007-8736,0000-0002-3007-8736,orcid.org
https://orcid.org/0000-0003-3867-4433,0000-0003-3867-4433,orcid.org
https://orcid.org/0000-0001-7835-0543,0000-0001-7835-0543,orcid.org
https://orcid.org/0000-0003-1780-514X,0000-0003-1780-514X,orcid.org
https://orcid.org/0000-0003-1663-7535,0000-0003-1663-7535,orcid.org
https://orcid.org/0000-0003-0288-2484,0000-0003-0288-2484,orcid.org
https://orcid.org/0000-0002-3280-5618,0000-0002-3280-5618,orcid.org
https://orcid.org/0000-0003-3523-3421,0000-0003-3523-3421,orcid.org
https://orcid.org/0000-0001-5123-776X,0000-0001-5123-776X,orcid.org
https://orcid.org/0000-0002-2454-6679,0000-0002-2454-6679,orcid.org
https://orcid.org/0000-0002-5814-4141,0000-0002-5814-4141,orcid.org
https://orcid.org/0000-0001-7973-9120,0000-0001-7973-9120,orcid.org
https://orcid.org/0000-0002-8585-3816,0000-0002-8585-3816,orcid.org
https://orcid.org/0000-0003-3533-111X,0000-0003-3533-111X,orcid.org
https://orcid.org/0000-0002-3224-1090,0000-0002-3224-1090,orcid.org
https://orcid.org/0000-0002-3473-6345,0000-0002-3473-6345,orcid.org
https://orcid.org/0000-0003-4805-1416,0000-0003-4805-1416,orcid.org
https://orcid.org/0000-0003-3209-6003,0000-0003-3209-6003,orcid.org
https://orcid.org/0000-0001-7050-0666,0000-0001-7050-0666,orcid.org
https://orcid.org/0000-0002-9286-7765,0000-0002-9286-7765,orcid.org
https://orcid.org/0000-0001-8542-3982,0000-0001-8542-3982,orcid.org
https://orcid.org/0000-0002-2660-8407,0000-0002-2660-8407,orcid.org
https://orcid.org/0000-0002-4165-0857,0000-0002-4165-0857,orcid.org
https://orcid.org/0000-0002-9206-6845,0000-0002-9206-6845,orcid.org
https://orcid.org/0000-0002-2849-4677,0000-0002-2849-4677,orcid.org
https://orcid.org/0000-0002-8834-3635,0000-0002-8834-3635,orcid.org
https://orcid.org/0000-0001-8030-6947,0000-0001-8030-6947,orcid.org
https://orcid.org/0000-0001-5663-8319,0000-0001-5663-8319,orcid.org
https://orcid.org/0000-0002-5437-5639,0000-0002-5437-5639,orcid.org
https://orcid.org/0000-0003-0499-3284,0000-0003-0499-3284,orcid.org
https://orcid.org/0000-0003-1077-8257,0000-0003-1077-8257,orcid.org
https://orcid.org/0000-0003-2933-7646,0000-0003-2933-7646,orcid.org
https://orcid.org/0000-0001-9874-2595,0000-0001-9874-2595,orcid.org
https://orcid.org/0000-0002-8355-6324,0000-0002-8355-6324,orcid.org
https://orcid.org/0000-0001-7097-9849,0000-0001-7097-9849,orcid.org
https://orcid.org/0000-0002-5923-1044,0000-0002-5923-1044,orcid.org
https://orcid.org/0000-0002-0119-6979,0000-0002-0119-6979,orcid.org
https://orcid.org/0000-0002-3450-3816,0000-0002-3450-3816,orcid.org
https://orcid.org/0000-0001-6737-5462,0000-0001-6737-5462,orcid.org
https://orcid.org/0000-0002-9492-3249,0000-0002-9492-3249,orcid.org
https://orcid.org/0000-0002-6318-8595,0000-0002-6318-8595,orcid.org
https://orcid.org/0000-0002-0178-7947,0000-0002-0178-7947,orcid.org
https://orcid.org/0000-0002-7127-4813,0000-0002-7127-4813,orcid.org
https://orcid.org/0000-0002-5648-2016,0000-0002-5648-2016,orcid.org
https://orcid.org/0000-0001-8115-8624,0000-0001-8115-8624,orcid.org
https://orcid.org/0000-0002-6998-3266,0000-0002-6998-3266,orcid.org
https://orcid.org/0000-0003-4325-1216,0000-0003-4325-1216,orcid.org
https://orcid.org/0000-0002-6472-1275,0000-0002-6472-1275,orcid.org
https://orcid.org/0000-0003-1473-6994,0000-0003-1473-6994,orcid.org
https://orcid.org/0000-0002-4176-1282,0000-0002-4176-1282,orcid.org
https://orcid.org/0000-0002-9625-4544,0000-0002-9625-4544,orcid.org
https://orcid.org/0000-0002-5021-8505,0000-0002-5021-8505,orcid.org
https://orcid.org/0000-0002-2334-5218,0000-0002-2334-5218,orcid.org
https://orcid.org/0000-0001-9773-9351,0000-0001-9773-9351,orcid.org
https://orcid.org/0000-0002-5132-8191,0000-0002-5132-8191,orcid.org
https://orcid.org/0000-0002-8659-3307,0000-0002-8659-3307,orcid.org
https://orcid.org/0000-0002-9333-870X,0000-0002-9333-870X,orcid.org
https://orcid.org/0000-0003-2919-4796,0000-0003-2919-4796,orcid.org
https://orcid.org/0000-0002-7921-8226,0000-0002-7921-8226,orcid.org
https://orcid.org/0000-0002-3656-281X,0000-0002-3656-281X,orcid.org
https://orcid.org/0000-0003-0412-859X,0000-0003-0412-859X,orcid.org
https://orcid.org/0000-0003-4550-8337,0000-0003-4550-8337,orcid.org
https://orcid.org/0000-0002-2089-5978,0000-0002-2089-5978,orcid.org
https://orcid.org/0000-0001-6879-2567,0000-0001-6879-2567,orcid.org
https://orcid.org/0000-0003-0037-411X,0000-0003-0037-411X,orcid.org
https://orcid.org/0000-0003-2870-9831,0000-0003-2870-9831,orcid.org
https://orcid.org/0000-0002-8652-3034,0000-0002-8652-3034,orcid.org
https://orcid.org/0000-0001-6977-3181,0000-0001-6977-3181,orcid.org
https://orcid.org/0000-0001-9477-4856,0000-0001-9477-4856,orcid.org
https://orcid.org/0000-0002-3628-5699,0000-0002-3628-5699,orcid.org
https://orcid.org/0000-0002-0979-181X,0000-0002-0979-181X,orcid.org
https://orcid.org/0000-0003-4982-8418,0000-0003-4982-8418,orcid.org
https://orcid.org/0000-0002-8132-5565,0000-0002-8132-5565,orcid.org
https://orcid.org/0000-0002-5819-398X,0000-0002-5819-398X,orcid.org
https://orcid.org/0000-0002-8008-3496,0000-0002-8008-3496,orcid.org
https://orcid.org/0000-0003-3976-4270,0000-0003-3976-4270,orcid.org
https://orcid.org/0000-0002-5619-8613,0000-0002-5619-8613,orcid.org
https://orcid.org/0000-0002-9846-8247,0000-0002-9846-8247,orcid.org
https://orcid.org/0000-0003-2323-3969,0000-0003-2323-3969,orcid.org
https://orcid.org/0000-0003-2800-5922,0000-0003-2800-5922,orcid.org
https://orcid.org/0000-0003-1120-3391,0000-0003-1120-3391,orcid.org
https://orcid.org/0000-0003-2623-7287,0000-0003-2623-7287,orcid.org
https://orcid.org/0000-0002-5071-4832,0000-0002-5071-4832,orcid.org
https://orcid.org/0000-0001-7952-6061,0000-0001-7952-6061,orcid.org
https://orcid.org/0000-0003-0975-7352,0000-0003-0975-7352,orcid.org
https://orcid.org/0000-0001-5518-5717,0000-0001-5518-5717,orcid.org
https://orcid.org/0000-0003-2068-5361,0000-0003-2068-5361,orcid.org
https://orcid.org/0000-0002-6937-1921,0000-0002-6937-1921,orcid.org
https://orcid.org/0000-0002-3364-9995,0000-0002-3364-9995,orcid.org
